date,symbol,open,high,low,close,volume
2024-04-26,HDFCBANK.NS,2345.92,2382.31,2299.81,2368.14,136370
2025-05-30,AMZN,793.05,796.33,782.49,795.02,864186
2024-08-21,RELIANCE.NS,1772.97,1812.22,1712.19,1713.4,230478
2023-02-12,MSFT,2217.66,2250.8,2193.96,2237.66,1325502
2025-10-04,TSLA,988.97,991.41,965.75,991.21,1357857
2024-01-30,GOOGL,2428.8,2460.05,2409.39,2444.25,896760
2024-03-04,TSLA,893.39,901.54,889.0,892.6,1250699
2025-05-11,AMZN,824.3,828.26,813.36,821.96,1379392
2024-08-30,INFY.NS,1311.81,1315.02,1287.26,1296.67,350766
2023-02-21,GOOGL,1661.09,1673.18,1611.79,1635.67,1154454
2024-11-28,ICICIBANK.NS,510.38,525.33,504.5,520.33,366000
2022-12-26,AMZN,1722.79,1766.03,1704.04,1751.31,1186095
2025-04-20,TCS.NS,1595.93,1604.03,1537.97,1564.51,483881
2023-10-21,AMZN,1259.17,1261.96,1235.37,1241.95,1000264
2022-07-03,AAPL,1842.63,1848.23,1766.62,1799.17,1194673
2023-07-13,GOOGL,1651.98,1661.02,1619.43,1632.43,411543
2025-02-16,INFY.NS,769.54,769.6,759.35,769.49,552812
2023-11-24,AAPL,1032.7,1038.8,1021.14,1036.93,606032
2024-04-12,AMZN,1172.73,1202.3,1158.29,1201.61,966166
2024-07-18,TCS.NS,1655.39,1670.19,1636.98,1653.53,325013
2024-06-29,TCS.NS,1770.29,1783.07,1762.83,1765.56,308263
2023-09-03,INFY.NS,4221.45,4340.25,4206.09,4287.07,210180
2024-12-30,GOOGL,1474.69,1511.66,1380.71,1386.88,400970
2023-05-19,MSFT,1418.02,1427.56,1399.72,1423.21,1116320
2023-01-10,ICICIBANK.NS,2085.74,2112.61,2055.17,2094.64,270466
2025-06-07,AAPL,927.88,931.92,904.67,921.49,1291161
2022-10-23,HDFCBANK.NS,3175.78,3200.03,3139.41,3170.48,449946
2022-08-19,GOOGL,1429.01,1431.11,1410.84,1427.74,1523987
2024-07-30,TCS.NS,1632.21,1643.64,1624.25,1642.66,837089
2022-10-20,AMZN,1956.25,1971.65,1900.05,1925.9,1282649
2023-10-22,MSFT,1896.83,1897.44,1761.24,1811.57,1028800
2024-01-29,RELIANCE.NS,2485.28,2496.22,2450.62,2460.67,307605
2023-10-22,AMZN,1241.95,1256.81,1225.27,1242.15,557075
2023-07-19,TCS.NS,2058.94,2100.04,2038.47,2096.01,401387
2022-08-16,HDFCBANK.NS,3205.68,3246.83,3172.81,3206.34,530719
2022-07-11,RELIANCE.NS,1967.82,1981.24,1960.12,1966.38,687213
2025-03-20,TSLA,942.33,951.07,940.4,943.89,1191491
2023-10-12,HDFCBANK.NS,2199.8,2215.09,2197.29,2204.52,583508
2022-11-28,ICICIBANK.NS,2462.75,2500.14,2431.56,2444.07,301639
2025-07-10,MSFT,1498.33,1508.92,1459.42,1469.32,992679
2024-02-24,RELIANCE.NS,2366.22,2377.57,2322.49,2337.79,365296
2025-04-06,AAPL,624.18,635.06,615.82,632.99,1059327
2024-12-19,HDFCBANK.NS,2640.9,2728.99,2620.38,2659.7,248412
2023-08-31,INFY.NS,4023.41,4052.71,3798.73,3814.57,577543
2023-08-03,INFY.NS,4439.93,4549.01,4365.28,4545.33,479480
2024-07-18,AAPL,636.93,641.28,594.61,608.69,690778
2022-12-29,ICICIBANK.NS,2077.95,2099.07,2071.47,2094.38,408239
2025-03-04,HDFCBANK.NS,2609.12,2614.9,2600.55,2608.6,468556
2025-08-28,TCS.NS,1506.32,1507.47,1474.99,1490.61,213290
2023-12-04,MSFT,1836.1,1844.82,1797.09,1805.83,1418861
2023-01-16,TCS.NS,2202.86,2215.07,2200.27,2207.29,708109
2024-08-22,RELIANCE.NS,1713.4,1742.61,1680.81,1701.96,463942
2022-08-23,TSLA,911.49,919.12,889.84,906.06,658581
2025-03-11,RELIANCE.NS,1433.39,1471.3,1430.98,1468.98,667125
2024-08-27,INFY.NS,1207.34,1262.22,1202.86,1254.51,452902
2022-11-16,RELIANCE.NS,1819.56,1831.83,1792.32,1823.74,384044
2024-07-15,AAPL,598.73,617.59,594.45,607.71,788673
2024-09-28,GOOGL,1696.24,1729.27,1667.77,1688.54,918925
2024-07-26,INFY.NS,1491.03,1531.96,1485.28,1507.41,46627
2022-10-05,RELIANCE.NS,1921.86,1958.28,1918.08,1946.57,227811
2025-09-26,INFY.NS,440.07,452.27,433.51,448.1,268902
2023-07-05,AAPL,1583.03,1603.16,1540.68,1546.33,963085
2023-04-18,HDFCBANK.NS,2380.41,2407.46,2377.2,2389.3,310358
2025-05-14,GOOGL,1254.27,1285.73,1245.89,1270.62,1214374
2024-04-18,ICICIBANK.NS,1217.03,1258.95,1209.68,1241.25,288361
2025-04-17,INFY.NS,584.82,624.73,579.53,615.5,420428
2025-09-15,AAPL,1603.58,1612.46,1566.02,1570.27,1478712
2025-02-24,AAPL,544.88,547.06,533.29,538.0,1754850
2024-10-27,ICICIBANK.NS,511.23,513.55,505.36,512.73,657880
2024-02-07,TSLA,928.85,934.17,921.49,924.31,431704
2022-09-24,HDFCBANK.NS,3256.33,3281.66,3189.19,3228.93,553135
2023-08-27,MSFT,2233.66,2259.07,2224.19,2239.6,618315
2023-10-24,TCS.NS,2036.32,2061.25,2024.34,2038.79,685466
2023-03-31,ICICIBANK.NS,2635.33,2682.09,2622.45,2670.01,561970
2025-08-25,ICICIBANK.NS,368.26,375.37,364.39,374.7,721348
2025-02-15,RELIANCE.NS,1239.21,1257.65,1210.38,1212.91,670723
2023-02-05,HDFCBANK.NS,2681.23,2706.53,2655.03,2695.09,379369
2023-12-06,HDFCBANK.NS,2169.51,2199.14,2111.84,2157.35,555877
2023-08-22,HDFCBANK.NS,2235.07,2269.2,2178.23,2235.52,676652
2023-02-16,INFY.NS,4175.31,4214.2,4009.0,4019.62,331511
2024-04-05,AAPL,1120.05,1129.89,1101.03,1102.5,1352432
2023-10-15,AMZN,1251.95,1255.96,1228.83,1235.77,1131499
2025-01-25,GOOGL,1170.03,1172.56,1139.98,1141.29,1246291
2022-11-04,AMZN,1842.79,1910.76,1842.6,1871.04,1250099
2025-08-07,HDFCBANK.NS,2318.9,2323.19,2291.72,2315.3,776853
2025-01-29,MSFT,1158.63,1247.05,1145.62,1240.46,897746
2025-07-29,INFY.NS,428.54,432.92,414.04,414.87,436147
2023-08-15,RELIANCE.NS,2339.58,2373.8,2334.49,2363.48,338402
2023-11-17,TCS.NS,2005.94,2039.85,1988.71,2016.38,907475
2022-09-23,TSLA,893.06,903.81,885.99,895.3,1137405
2024-02-06,INFY.NS,2403.86,2459.03,2390.91,2447.66,252097
2023-06-05,AMZN,1390.99,1400.4,1383.59,1398.79,804154
2022-12-11,TCS.NS,2081.16,2125.87,2053.76,2068.96,688189
2025-05-09,AAPL,662.71,679.11,659.73,670.81,1001141
2024-08-09,HDFCBANK.NS,2711.08,2752.79,2707.09,2723.26,632775
2025-01-28,GOOGL,1171.46,1217.9,1169.14,1212.54,1143881
2024-05-29,AAPL,711.18,726.32,705.68,724.53,777909
2024-12-26,HDFCBANK.NS,2704.87,2708.77,2676.34,2695.71,265465
2024-12-08,GOOGL,1461.29,1475.7,1453.49,1469.9,1195624
2024-10-18,HDFCBANK.NS,2743.19,2806.43,2714.3,2771.49,566978
2025-01-25,INFY.NS,752.06,763.66,752.04,760.02,431952
2022-11-13,RELIANCE.NS,1831.11,1841.79,1786.54,1788.28,568228
2024-10-06,AMZN,1178.17,1186.0,1134.81,1146.81,934401
2022-07-28,GOOGL,1726.77,1737.58,1643.7,1645.84,1042766
2023-02-10,HDFCBANK.NS,2607.72,2621.99,2581.44,2616.29,526352
2025-06-19,RELIANCE.NS,1416.72,1467.86,1393.82,1453.84,392118
2024-10-29,AAPL,562.34,572.1,559.97,568.68,1146179
2023-08-26,AMZN,1214.59,1219.41,1186.12,1186.93,1405014
2024-06-10,GOOGL,1441.98,1498.63,1438.09,1478.06,1060108
2022-09-10,TSLA,913.22,921.36,904.12,907.9,1150502
2022-10-17,HDFCBANK.NS,3261.3,3307.53,3250.34,3281.17,824348
2023-01-12,RELIANCE.NS,2127.84,2143.78,2118.58,2139.29,366155
2024-03-19,RELIANCE.NS,2317.86,2336.38,2295.7,2333.48,321507
2023-04-17,RELIANCE.NS,1979.1,2063.39,1976.52,2038.29,706090
2025-06-23,HDFCBANK.NS,2467.09,2547.37,2422.11,2488.59,650383
2022-11-03,MSFT,1498.1,1560.69,1491.99,1551.44,851707
2023-03-19,TCS.NS,2166.58,2224.53,2146.32,2158.29,743235
2023-05-28,INFY.NS,3231.31,3502.93,3205.74,3495.72,638431
2024-09-21,ICICIBANK.NS,520.09,523.4,502.57,503.2,320582
2024-10-21,ICICIBANK.NS,495.74,496.79,489.61,494.31,561139
2025-02-15,INFY.NS,765.11,772.84,758.1,769.54,610273
2023-04-21,AAPL,1638.91,1743.88,1634.3,1718.0,1349158
2022-06-22,ICICIBANK.NS,2361.81,2372.26,2293.58,2311.94,393984
2022-11-13,AAPL,2437.94,2479.54,2296.33,2305.63,647715
2025-07-28,TCS.NS,1454.77,1511.39,1447.06,1479.62,353365
2023-04-03,MSFT,1712.42,1722.51,1675.72,1719.34,868401
2025-01-16,ICICIBANK.NS,560.85,587.37,558.95,586.25,104338
2025-01-15,TCS.NS,1595.18,1611.57,1592.31,1605.18,579862
2024-11-23,HDFCBANK.NS,2657.57,2703.35,2626.95,2673.55,352359
2023-02-22,ICICIBANK.NS,2240.44,2337.17,2228.98,2320.82,67742
2023-11-17,HDFCBANK.NS,2210.35,2255.89,2191.03,2193.4,552343
2023-07-22,AAPL,1423.34,1429.87,1376.08,1399.53,1035986
2024-04-21,ICICIBANK.NS,1268.98,1277.57,1248.96,1255.38,719595
2025-09-10,INFY.NS,405.92,407.42,399.33,404.9,241757
2024-04-15,HDFCBANK.NS,2392.5,2402.86,2360.03,2383.26,503837
2024-10-25,TSLA,1058.51,1063.04,1038.26,1056.08,1036562
2025-03-30,INFY.NS,623.78,631.03,619.98,621.61,493371
2022-11-28,MSFT,1442.48,1525.87,1428.45,1522.01,1079947
2023-05-11,HDFCBANK.NS,2407.92,2417.28,2382.77,2413.81,343068
2024-11-07,INFY.NS,1123.25,1126.41,1077.89,1086.07,362135
2023-07-11,AAPL,1483.87,1536.27,1473.11,1527.8,1539176
2024-05-17,GOOGL,1342.94,1378.9,1333.24,1374.29,758222
2024-10-12,MSFT,1263.65,1269.26,1189.88,1193.13,398090
2022-10-12,TSLA,881.52,890.47,878.33,883.51,1036459
2022-09-24,AAPL,2096.27,2112.27,2043.53,2053.48,1004655
2022-09-04,RELIANCE.NS,2061.33,2098.78,2037.22,2060.39,745790
2024-09-08,INFY.NS,1086.49,1087.79,1064.58,1073.41,486410
2023-10-28,AMZN,1236.16,1259.15,1227.51,1247.68,1006209
2025-04-17,ICICIBANK.NS,568.87,570.36,563.97,564.43,513637
2024-03-15,HDFCBANK.NS,2276.63,2298.98,2269.91,2271.62,321685
2024-01-07,MSFT,1758.73,1770.54,1739.23,1759.89,1101195
2024-05-28,AMZN,1107.89,1139.41,1103.04,1134.67,1330102
2023-05-28,GOOGL,1960.04,1987.31,1893.64,1896.48,1624477
2024-05-02,AAPL,814.37,827.35,784.79,793.41,1060165
2023-02-19,INFY.NS,3892.46,3983.94,3820.59,3962.0,371735
2024-08-04,AAPL,628.62,638.01,623.56,631.97,749368
2023-11-06,HDFCBANK.NS,2158.05,2198.4,2131.6,2142.94,577598
2024-01-13,HDFCBANK.NS,2374.04,2377.57,2306.29,2334.45,436967
2023-09-27,AAPL,983.19,993.28,936.28,955.94,818942
2022-09-22,AAPL,2036.86,2081.11,2030.85,2075.89,259647
2024-08-21,ICICIBANK.NS,638.1,648.54,633.2,636.87,586488
2024-10-11,MSFT,1289.35,1295.43,1261.15,1263.65,1437423
2022-09-21,MSFT,1498.63,1510.72,1402.7,1403.95,1472919
2023-04-05,AMZN,1325.78,1356.42,1301.84,1343.94,993949
2023-11-19,ICICIBANK.NS,1307.43,1324.24,1295.74,1314.74,689822
2025-07-27,AMZN,835.85,857.13,814.26,823.14,864751
2025-02-22,HDFCBANK.NS,2682.64,2688.54,2628.5,2671.04,470896
2023-10-20,AAPL,1075.52,1099.18,1064.91,1066.25,757084
2024-11-27,RELIANCE.NS,1230.54,1250.05,1229.21,1242.83,589703
2023-08-19,RELIANCE.NS,2268.7,2317.37,2255.95,2305.63,503299
2025-06-16,HDFCBANK.NS,2481.27,2493.37,2457.23,2459.6,1038106
2023-08-29,GOOGL,1624.17,1635.38,1617.08,1626.73,704953
2025-05-15,AMZN,821.05,830.75,806.77,819.45,947526
2025-02-18,TSLA,938.03,944.37,929.75,933.09,1177426
2025-09-04,RELIANCE.NS,1260.87,1273.31,1257.88,1265.73,41290
2024-10-18,AAPL,595.38,599.97,567.82,568.16,1192103
2024-05-21,INFY.NS,1961.37,1979.25,1911.67,1938.94,568376
2024-05-18,TSLA,926.74,939.11,922.93,923.56,1304227
2024-02-08,INFY.NS,2452.5,2504.53,2448.36,2475.48,799367
2023-08-19,TCS.NS,2082.29,2114.03,2055.6,2076.93,447792
2024-05-25,RELIANCE.NS,1919.54,1953.01,1898.86,1903.89,238083
2023-10-05,AAPL,1050.11,1065.48,1005.34,1008.05,1108568
2022-11-13,GOOGL,1122.43,1129.95,1106.23,1110.72,698208
2023-04-02,ICICIBANK.NS,2646.33,2670.08,2579.99,2617.71,463826
2024-09-02,HDFCBANK.NS,2819.24,2864.99,2758.65,2809.98,665591
2024-09-21,AAPL,690.53,696.42,681.81,687.86,1222343
2023-07-05,INFY.NS,3042.39,3205.62,3024.28,3202.96,304045
2025-08-02,AMZN,830.29,837.96,818.96,826.33,909899
2022-10-12,AAPL,2269.22,2285.05,2155.46,2232.26,720147
2024-02-13,MSFT,2019.33,2066.48,1993.87,1996.46,960249
2024-10-08,GOOGL,1641.12,1644.6,1610.47,1641.76,1184314
2023-01-04,AAPL,2068.3,2097.78,1968.69,1984.28,566533
2024-08-20,ICICIBANK.NS,680.59,682.18,626.02,638.1,331102
2023-01-27,HDFCBANK.NS,2771.9,2799.31,2728.4,2762.41,556417
2025-07-31,TSLA,988.12,997.1,984.07,987.8,1218083
2022-12-25,AMZN,1724.11,1731.27,1697.09,1722.79,748078
2022-08-04,AMZN,1825.88,1844.59,1746.25,1820.03,459228
2024-03-02,AAPL,982.36,1056.32,959.37,1041.44,1163602
2023-11-07,TSLA,977.5,990.15,961.88,972.4,1329018
2022-09-13,GOOGL,1363.44,1365.57,1328.32,1333.46,851160
2024-06-12,TCS.NS,1799.77,1841.09,1767.37,1801.6,806725
2022-12-05,RELIANCE.NS,1982.16,2007.56,1976.98,1998.66,125158
2023-06-06,HDFCBANK.NS,2342.0,2354.26,2325.27,2332.69,288132
2023-08-16,RELIANCE.NS,2363.48,2416.55,2316.8,2375.53,409843
2023-05-15,MSFT,1368.59,1433.72,1367.41,1421.23,864948
2025-07-05,ICICIBANK.NS,544.95,549.32,524.83,537.98,320779
2025-06-26,GOOGL,1508.93,1524.71,1504.12,1522.54,897055
2024-07-12,TSLA,999.14,1003.84,972.27,991.89,1213706
2023-02-03,HDFCBANK.NS,2726.72,2775.52,2667.3,2712.34,1103428
2023-10-17,MSFT,1894.85,1897.29,1825.81,1828.45,690873
2023-01-10,TSLA,873.0,876.06,869.3,872.24,1467194
2025-08-27,ICICIBANK.NS,382.9,385.11,374.2,376.38,466879
2025-08-31,TCS.NS,1475.11,1495.04,1449.0,1471.65,450426
2023-03-20,AMZN,1470.46,1477.97,1425.87,1442.14,887523
2025-03-29,GOOGL,1319.17,1389.48,1303.96,1382.75,562133
2024-04-08,TSLA,869.5,877.91,862.25,876.59,704198
2023-11-20,ICICIBANK.NS,1314.74,1371.67,1314.04,1365.63,244381
2025-04-10,AAPL,626.82,632.99,624.19,632.84,866843
2024-04-18,GOOGL,1798.36,1849.87,1768.6,1847.28,1368236
2024-12-20,MSFT,705.34,712.07,696.43,710.52,684304
2023-12-13,RELIANCE.NS,2251.77,2324.77,2241.53,2282.8,380916
2024-07-20,AMZN,1124.64,1132.41,1112.39,1124.33,1134825
2023-10-06,ICICIBANK.NS,1388.7,1464.22,1366.31,1440.17,605714
2024-09-12,TCS.NS,1677.72,1683.71,1674.08,1674.87,930585
2025-01-07,RELIANCE.NS,1193.32,1234.76,1185.14,1216.14,598289
2024-05-23,HDFCBANK.NS,2309.89,2310.02,2286.13,2287.17,390621
2025-03-27,RELIANCE.NS,1337.21,1351.81,1313.91,1342.99,553325
2023-01-04,MSFT,1887.89,1961.73,1880.88,1943.84,1339841
2024-12-30,HDFCBANK.NS,2715.21,2733.36,2696.66,2718.15,419029
2023-08-12,ICICIBANK.NS,1723.24,1742.07,1698.1,1701.4,472326
2023-09-01,INFY.NS,3814.57,3932.33,3782.57,3915.4,570984
2024-01-01,AMZN,1381.58,1384.44,1346.6,1357.61,1252946
2023-02-25,RELIANCE.NS,2120.85,2139.28,2059.16,2069.81,807946
2025-08-10,MSFT,1373.09,1379.31,1249.09,1255.46,1531033
2025-05-12,TCS.NS,1525.23,1531.05,1518.93,1530.02,551545
2025-06-14,INFY.NS,566.35,568.95,532.92,539.62,580534
2024-03-19,TSLA,897.93,905.96,892.58,899.91,1010164
2023-11-18,MSFT,1710.1,1726.27,1680.62,1684.61,943403
2022-08-31,TCS.NS,1931.16,1945.81,1913.29,1933.13,601323
2025-07-12,MSFT,1411.84,1446.18,1409.6,1424.57,1255793
2025-09-05,AAPL,1406.9,1445.61,1402.68,1443.47,950380
2023-12-10,RELIANCE.NS,2269.44,2275.2,2254.32,2255.37,469798
2025-08-18,HDFCBANK.NS,2450.59,2467.08,2376.28,2393.95,706460
2025-03-29,AMZN,926.17,943.21,922.2,927.87,710577
2025-01-25,AAPL,511.0,529.04,508.7,526.3,817183
2024-07-29,TSLA,977.56,995.63,973.46,989.92,844594
2025-01-05,RELIANCE.NS,1199.71,1206.83,1177.62,1180.52,872942
2025-08-05,INFY.NS,408.28,415.6,403.04,411.65,578168
2024-08-26,RELIANCE.NS,1676.64,1705.02,1630.28,1634.7,657577
2023-10-15,TSLA,949.21,951.16,948.99,950.01,1084339
2022-07-31,AAPL,1684.57,1697.98,1609.97,1622.69,813757
2022-07-18,GOOGL,1721.63,1727.79,1691.43,1692.15,1353866
2025-04-01,AAPL,611.71,633.86,603.74,631.16,385765
2024-06-21,TCS.NS,1797.23,1830.34,1756.51,1810.29,670222
2025-10-04,AMZN,941.72,955.01,925.21,929.93,1179110
2025-05-07,TSLA,938.72,944.71,924.09,932.04,887196
2025-08-09,MSFT,1332.78,1404.14,1314.58,1373.09,1257156
2024-10-24,AMZN,1025.88,1040.11,1022.75,1032.94,1401036
2022-09-18,INFY.NS,1950.04,1951.06,1839.41,1849.86,421597
2024-12-28,INFY.NS,924.6,949.69,920.16,945.37,433015
2025-09-01,TSLA,990.17,996.66,989.89,990.05,1391559
2023-08-29,TSLA,950.25,952.09,942.53,945.7,1098395
2025-05-01,MSFT,1226.37,1251.32,1199.24,1202.33,1100116
2024-03-11,GOOGL,1965.58,2067.28,1941.14,2012.25,1039133
2024-05-30,HDFCBANK.NS,2252.88,2279.36,2218.4,2258.36,827751
2023-02-20,AAPL,1631.61,1656.25,1631.32,1644.14,504798
2022-08-22,GOOGL,1479.39,1481.87,1460.87,1469.41,650434
2023-03-16,AMZN,1531.27,1575.07,1511.51,1535.07,912308
2025-05-23,AAPL,754.21,771.54,751.85,761.17,1307994
2023-07-21,INFY.NS,3572.38,3795.67,3569.25,3784.69,509174
2022-10-18,ICICIBANK.NS,2103.8,2143.43,2099.08,2134.99,382500
2025-08-26,ICICIBANK.NS,374.7,383.73,373.77,382.9,886641
2024-12-01,MSFT,716.68,741.58,709.34,732.81,870366
2023-04-12,AMZN,1308.03,1371.25,1288.11,1346.84,1081013
2024-06-06,RELIANCE.NS,1756.02,1806.23,1720.55,1791.35,663598
2023-06-04,ICICIBANK.NS,1727.14,1743.9,1722.19,1725.71,445602
2023-08-06,MSFT,1716.21,1802.5,1702.64,1790.71,988886
2024-03-30,TSLA,880.29,888.39,869.52,878.4,616324
2022-10-31,MSFT,1407.79,1424.18,1367.42,1385.07,764521
2024-09-03,MSFT,1010.05,1069.97,1007.45,1053.95,731218
2024-07-06,ICICIBANK.NS,809.22,827.73,803.05,826.16,485374
2024-12-05,TSLA,1069.6,1077.97,1048.73,1062.56,1032152
2025-03-27,MSFT,1172.68,1197.11,1130.12,1150.89,1131232
2024-02-13,GOOGL,2184.56,2233.63,2177.72,2216.94,927479
2024-09-07,TSLA,980.22,983.6,964.49,973.67,1337902
2023-10-23,RELIANCE.NS,2430.8,2508.32,2383.44,2388.32,573275
2025-05-05,TSLA,939.78,941.05,935.35,939.74,1299747
2024-09-20,AAPL,680.98,693.3,674.85,690.53,873238
2025-05-18,HDFCBANK.NS,2815.96,2816.87,2795.91,2811.2,451595
2024-04-23,TCS.NS,1750.48,1766.59,1744.12,1747.78,853561
2024-11-08,MSFT,987.27,988.36,950.46,962.82,1006576
2025-01-21,RELIANCE.NS,1275.26,1299.86,1257.17,1262.01,702454
2024-08-27,AMZN,1054.39,1059.74,1028.82,1050.5,725273
2025-09-24,RELIANCE.NS,1242.46,1257.19,1208.53,1219.69,430180
2024-02-08,TCS.NS,1840.1,1841.23,1829.7,1840.1,513448
2023-07-23,TCS.NS,2087.76,2121.05,2079.36,2104.58,217259
2023-06-07,TSLA,900.64,909.99,900.45,907.57,1348704
2025-05-07,AMZN,843.28,849.72,828.21,840.88,946772
2025-02-21,INFY.NS,833.77,880.89,830.36,876.46,419147
2022-09-11,AMZN,2114.14,2142.01,2084.61,2122.31,1361382
2022-10-23,AMZN,1933.05,1954.77,1922.07,1950.94,920380
2023-04-07,AMZN,1311.58,1344.36,1305.97,1318.84,1047543
2024-06-01,HDFCBANK.NS,2268.77,2286.24,2253.18,2283.95,669417
2022-11-20,TSLA,870.4,880.14,840.86,864.99,1118987
2022-09-17,RELIANCE.NS,1896.02,1914.74,1863.11,1891.9,543729
2023-03-07,ICICIBANK.NS,2385.57,2410.61,2298.45,2312.44,669267
2022-10-01,AMZN,2138.1,2152.83,2119.02,2124.87,711401
2024-04-09,AAPL,1033.14,1037.19,948.52,951.5,851055
2023-01-03,HDFCBANK.NS,2885.94,2923.98,2840.85,2911.75,484731
2025-07-07,TCS.NS,1387.09,1391.28,1367.63,1382.57,269455
2023-01-26,AMZN,1660.1,1670.75,1628.35,1645.68,1471365
2023-04-05,TCS.NS,2240.48,2247.72,2202.6,2241.31,626
2023-07-08,TCS.NS,2122.3,2122.79,2101.75,2118.06,829028
2022-10-26,AMZN,1963.5,1992.18,1958.94,1966.98,528290
2023-07-21,MSFT,1404.14,1490.15,1399.06,1468.02,837224
2023-03-04,TCS.NS,2195.14,2233.57,2179.49,2209.22,696409
2025-08-28,HDFCBANK.NS,2417.93,2421.65,2390.88,2416.12,554280
2023-05-01,MSFT,1489.73,1534.24,1466.95,1516.87,925585
2025-05-08,ICICIBANK.NS,582.24,597.05,575.22,585.73,396714
2023-11-16,TSLA,959.77,962.07,929.13,948.19,997566
2023-09-01,RELIANCE.NS,2417.03,2454.39,2402.61,2424.76,464346
2022-10-28,ICICIBANK.NS,2044.94,2091.41,1999.93,2063.92,505804
2022-06-28,AAPL,2029.56,2051.59,1930.21,1935.87,926904
2025-05-22,AMZN,832.07,844.4,815.16,827.74,1485974
2024-03-22,ICICIBANK.NS,1184.15,1188.59,1174.18,1186.43,625696
2025-04-25,ICICIBANK.NS,625.5,654.23,619.47,650.72,559551
2025-03-24,RELIANCE.NS,1389.08,1411.21,1366.86,1390.16,450695
2024-06-27,ICICIBANK.NS,891.83,898.18,857.21,867.95,467021
2024-11-19,AMZN,1078.68,1085.9,1056.47,1084.45,1435193
2023-06-22,ICICIBANK.NS,1704.14,1719.27,1694.85,1709.26,510041
2024-10-17,HDFCBANK.NS,2726.21,2749.6,2709.57,2743.19,619528
2023-03-07,TCS.NS,2207.44,2227.07,2187.2,2199.2,453350
2023-01-12,INFY.NS,3777.68,4002.19,3727.34,3893.22,416284
2023-12-21,MSFT,1629.76,1662.36,1624.23,1654.82,862657
2023-02-16,TSLA,855.05,857.85,850.28,857.65,1197796
2025-01-01,AAPL,614.98,615.09,582.42,585.84,741444
2024-12-21,TCS.NS,1535.89,1581.36,1519.21,1540.8,653723
2025-01-10,MSFT,1000.3,1018.64,986.96,1017.64,555469
2023-03-20,TCS.NS,2158.29,2173.46,2083.04,2140.75,786807
2022-09-13,ICICIBANK.NS,1773.94,1836.89,1763.04,1815.2,235650
2023-10-23,AMZN,1242.15,1266.82,1236.56,1261.57,1485096
